file id,CodeGPT,InCoder,UnixCoder,Usage Scenario,Trigger Point,Programming Language
71,"ME-T1, AE-1","ME-T1, AE-1","ME-T1, AE-1",Line Completion,,python
72,UO-1,"ME-T3, ME-S7",ME-T3,Partial Line Completion,[,python
73,"ME-T1, NA-2","ME-T1, NA-2","ME-T1, NA-2",Line Edit,[,python
74,"ME-T1, ME-S2","ME-S2, ME-T1",ME-T1,Line Completion,,python
75,"ME-T1, ME-T2","ME-T2, AE-1","ME-T2, AE-1",Line Edit,,python
76,"ME-T1, NA-2","ME-T1, NA-2","ME-T1, NA-2",Partial Line Completion,.,python
77,"ME-T1, AE-1","ME-T1, AE-1","ME-T1, AE-1",Line Edit,,python
78,"ME-T1, ME-T3","ME-T1, ME-T3","ME-T1, ME-T3",Line Completion,=,python
79,NA-1,NA-1,NA-1,NA,=,python
80,UO-1,"ME-T1, ME-T2","ME-T1, ME-T2",Line Completion,is,python
81,AE-3,AE-3,AE-3,NA,,python
82,AE-3,AE-3,AE-3,NA,=,python
83,"ME-T1, AE-4","ME-S7, AE-4","ME-S7, AE-4",Line Completion,+,python
84,AE-3,AE-3,AE-3,NA,-,python
85,UO-1,ME-S1,UO-1,Line Edit,.,python
86,NA-2,NA-2,NA-2,NA,(,python
87,"ME-S1, AE-1","ME-T3, AE-1","ME-T3, AE-1",Partial Line Completion,,python
88,"AE-4, AE-1","AE-4, AE-1","AE-4, AE-1",Line Completion,,python
89,UO-1,"ME-T1, ME-T3","ME-T1, ME-T3",Line Edit,[,python
90,AE-3,AE-3,AE-3,NA,=,python
91,NA-1,NA-1,NA-1,NA,",",python
92,"ME-T1, ME-T2","ME-T3, ME-T2","ME-T3, ME-T2",Line Completion,=,python
93,"ME-T1, ME-S1","ME-T2, ME-S1","ME-T1, ME-S1",Partial Line Completion,,python
94,ME-S5,UO-2,"AE-2, ME-S5",Partial Line Completion,",",python
95,"ME-T1, ME-S1","ME-T3, ME-S1","ME-T1, ME-S1",Line Edit,-,python
96,NA-1,NA-1,"ME-S5, NA-1",NA,.,python
97,"ME-T1, AE-1","ME-T1, AE-1","ME-T1, AE-1",Partial Line Completion,,python
98,"NA-2, ME-S1",NA-2,"NA-2, ME-S1",NA,(,python
99,AE-3,AE-3,AE-3,NA,+,python
100,ME-T2,"ME-S4, ME-T4","ME-T3, ME-T4",Partial Line Completion,is,python
101,"ME-S6, NA-1",NA-1,NA-1,NA,,python
102,NA-2,NA-2,NA-2,Partial Line Completion,(,python
103,UO-1,UO-1,UO-1,NA,,python
104,NA-1,NA-1,NA-1,NA,(,python
105,NA-1,NA-1,NA-1,NA,[,python
106,"ME-S3, ME-T1","ME-T1, ME-T4","ME-T1, ME-T4",Line Edit,(,python
107,"ME-T2, AE-1","AE-1, ME-T4","ME-T2, AE-1",Line Completion,,python
108,"ME-T2, AE-1","ME-T2, AE-1","ME-T2, AE-1",Line Completion,,python
109,NA-2,NA-2,NA-2,Partial Line Completion,=,python
110,"ME-T1, ME-S1","ME-S1, AE-1","ME-S1, AE-1",Line Edit,,python
111,UO-1,ME-T3,UO-1,Partial Line Completion,or,python
112,UO-1,UO-1,UO-1,Line Completion,=,python
113,NA-1,NA-1,NA-1,NA,if,python
114,NA-2,NA-2,NA-2,NA,(,python
115,"ME-S1, AE-4","ME-T1, AE-4","ME-S1, AE-4",Line Edit,",",python
116,UO-1,ME-T3,UO-1,Line Completion,+=,python
117,"NA-1, AE-1",NA-1,"NA-1, AE-1",NA,,python
118,"ME-T1, ME-S1","ME-T1, AE-1","ME-S1, AE-1",Partial Line Completion,,python
119,"ME-T2, ME-S6",UO-1,ME-T2,Partial Line Completion,(,python
120,NA-2,NA-2,NA-2,Line Completion,not,python
121,ME-T1,ME-T1,ME-T1,Line Completion,.,python
122,"ME-S2, AE-1","ME-S2, AE-1","ME-S2, AE-1",Line Completion,,python
123,"ME-T1, AE-1","ME-T2, AE-1","ME-T1, AE-1",Line Completion,,python
124,"ME-T2, ME-S1",UO-1,UO-1,Partial Line Completion,.,python
125,"ME-T3, ME-S1","ME-T3, ME-S1","ME-T3, ME-S1",Partial Line Completion,.,python
126,"ME-T1, ME-S6","ME-T1, ME-S2",ME-T3,Line Completion,=,python
127,"ME-T3, AE-1","ME-T3, AE-1","ME-T3, AE-1",Line Completion,,python
128,"ME-S3, ME-T2","ME-S3, ME-T2","ME-S3, ME-T2",Line Completion,=,python
129,"AE-2, ME-T2",UO-1,"AE-2, ME-T2",Partial Line Completion,=,python
130,"ME-S2, AE-1","ME-S7, AE-1","ME-S7, AE-1",Partial Line Completion,,python
131,NA-2,NA-2,NA-2,Line Edit,,python
132,"ME-T2, ME-T3","ME-S3, ME-T1","ME-T2, ME-T3",Line Completion,.,python
133,"ME-T2, ME-S7","ME-T1, ME-T2","ME-T1, ME-T2",Partial Line Completion,,python
134,"ME-T1, ME-T3","ME-T1, ME-T3","ME-T1, ME-T3",Line Completion,>,python
135,AE-3,AE-3,AE-3,NA,",",python
136,"ME-T3, AE-1","ME-T3, AE-1","ME-T3, AE-1",Partial Line Completion,,python
137,ME-T3,UO-1,UO-1,Line Completion,+=,python
138,"ME-T1, ME-S2","ME-T1, ME-S1","ME-S3, ME-S1",Line Edit,(,python
139,NA-2,NA-2,NA-2,NA,=,python
140,"ME-T1, ME-T2","ME-T2, ME-S1","ME-T2, ME-S1",Line Completion,assert,python
141,"AE-2, NA-1","AE-2, NA-1","AE-2, NA-1",NA,-,python
142,"ME-T1, ME-T2",ME-T1,"ME-T1, ME-T2",Line Completion,if,python
143,"ME-T1, AE-1","ME-T1, AE-1","ME-T1, AE-1",Partial Line Completion,,python
144,AE-3,AE-3,AE-3,NA,=,python
145,"ME-T2, AE-1","ME-T1, AE-1","ME-T1, AE-1",Partial Line Completion,,python
146,ME-T3,ME-T3,"ME-T3, ME-T4",Partial Line Completion,=,python
147,AE-3,AE-3,AE-3,NA,[,python
148,"ME-T2, AE-1","ME-T1, ME-S1","ME-T1, ME-T2",Line Completion,,python
149,"ME-S2, ME-T2","ME-T2, ME-S1","ME-S2, ME-T2",Line Edit,=,python
150,"ME-T1, ME-T2","ME-T3, ME-T2",UO-1,Line Completion,,python
151,"AE-4, AE-1","AE-4, AE-1","UO-1, AE-4",Line Completion,,python
152,"ME-T1, ME-T2","ME-T1, ME-T2","ME-T1, ME-T2",Line Edit,,python
153,"ME-T2, ME-T3","ME-T3, ME-S1","ME-T1, ME-S1",Line Edit,",",python
154,"AE-2, ME-T2","ME-T2, ME-T3","ME-S2, ME-T1",Line Completion,.,python
155,"ME-S2, ME-T2","ME-S2, ME-T2","ME-S2, ME-T2",Line Completion,=,python
156,"ME-S3, ME-S1","ME-S3, ME-S1","ME-S3, ME-S1",Line Completion,.,python
157,UO-1,ME-T3,UO-1,Partial Line Completion,.,python
158,"ME-S2, ME-T1","ME-S2, ME-T1","ME-T1, ME-T2",Line Completion,=,python
159,UO-1,ME-T1,UO-1,Line Edit,,python
160,"ME-T1, NA-2",NA-2,"NA-2, ME-S1",Line Edit,=,python
161,NA-1,NA-1,NA-1,NA,(,python
162,AE-3,AE-3,AE-3,NA,",",python
163,ME-T2,"AE-2, ME-T2","AE-2, ME-T2",Line Completion,=,python
164,"ME-T1, ME-T2","ME-T1, ME-T2","ME-T1, ME-T2",Line Edit,(,python
165,UO-1,"ME-S4, ME-S7",UO-1,Line Edit,+,python
166,"ME-T1, ME-T3","AE-2, ME-T3","AE-2, ME-T3",Partial Line Completion,.,python
167,"ME-T2, ME-S1","ME-S3, ME-T2","ME-S3, ME-T2",Line Edit,,python
168,"ME-T1, ME-T3",ME-T1,ME-S2,Line Edit,,python
169,NA-1,NA-1,NA-1,NA,is,python
170,"NA-1, AE-1","NA-1, AE-1","NA-1, AE-1",NA,,python
171,NA-1,NA-1,"ME-S5, NA-1",NA,[,python
172,"ME-T2, AE-1","ME-T2, AE-1","ME-T2, AE-1",Partial Line Completion,,python
173,"ME-T2, AE-1","ME-T1, AE-1","ME-T1, AE-1",Line Completion,,python
174,"ME-T2, ME-S6","ME-S2, ME-T2","ME-T1, ME-T2",Partial Line Completion,,python
175,NA-1,NA-1,NA-1,NA,[,python
176,"ME-T1, AE-2",UO-1,ME-T1,Line Completion,",",python
177,"ME-T1, AE-1","AE-1, UO-2","AE-1, UO-2",Partial Line Completion,,python
178,AE-3,AE-3,AE-3,NA,.,python
179,AE-3,AE-3,AE-3,NA,[,python
180,AE-3,AE-3,AE-3,NA,.,python
181,"ME-T1, AE-1","ME-T1, AE-1","ME-T1, AE-1",Partial Line Completion,,python
182,"ME-T1, AE-1","ME-T1, AE-1","ME-T3, ME-T4",Line Edit,,python
183,ME-T3,"ME-T3, ME-S1","ME-T3, ME-S1",Partial Line Completion,[,python
184,"ME-T1, ME-T2","ME-S2, ME-T2","ME-T1, ME-S2",NA,if,python
185,NA-1,NA-1,NA-1,NA,[,python
186,"ME-T2, NA-2","ME-T2, NA-2","ME-T2, NA-2",NA,or,python
187,ME-S5,UO-1,"ME-S4, ME-T3",Partial Line Completion,,python
188,"ME-T1, AE-1","ME-S3, AE-1","ME-S3, AE-1",Partial Line Completion,,python
189,"ME-T1, ME-T3","ME-T1, ME-T2","ME-S4, UO-3",Line Edit,.,python
190,"NA-1, AE-1",NA-1,NA-1,NA,,python
191,UO-1,UO-1,UO-1,Line Completion,.,python
192,UO-1,"ME-T2, ME-T3",ME-T3,Line Edit,=,python
193,"ME-T2, ME-S1","ME-T1, ME-T2","ME-T2, ME-S1",Line Completion,=,python
194,ME-T3,ME-T3,ME-T3,Line Completion,",",python
195,"ME-T2, ME-S6","ME-T2, ME-T3","ME-T1, ME-T2",Line Edit,=,python
196,"ME-T2, AE-1","ME-T1, AE-1","ME-T2, AE-1",Partial Line Completion,,python
197,AE-3,AE-3,AE-3,NA,",",python
198,UO-1,"ME-S2, ME-T2","ME-T1, ME-S2",Line Completion,=,python
199,NA-2,"ME-T3, NA-2","ME-T3, NA-2",NA,[,python
200,NA-1,NA-1,NA-1,NA,[,python
201,NA-1,NA-1,NA-1,NA,=,python
202,"ME-T2, ME-T3","ME-T1, ME-T3","ME-S4, ME-T1",Partial Line Completion,=,python
203,UO-1,"ME-T1, ME-T2",UO-1,Line Completion,=,python
204,NA-2,NA-2,"ME-S6, NA-2",NA,",",python
205,"ME-S4, ME-S1","ME-T1, ME-S1","ME-T1, ME-T3",Partial Line Completion,",",python
206,UO-1,UO-1,UO-1,Line Completion,==,python
207,"UO-1, NA-2","UO-1, NA-2","UO-1, NA-2",Partial Line Completion,",",python
208,UO-1,UO-1,UO-1,Line Completion,in,python
209,UO-1,"ME-T1, ME-T2",UO-1,Line Completion,.,python
210,AE-3,AE-3,AE-3,NA,,python
211,"AE-2, ME-S1","AE-2, ME-T3","AE-2, ME-T3",NA,",",python
212,ME-T1,UO-1,ME-T1,Line Edit,",",python
213,"ME-S2, ME-T2","ME-T2, ME-T3","ME-T2, ME-T3",Line Edit,(,python
214,"ME-S2, AE-4","ME-S2, AE-4","AE-4, AE-1",Line Completion,,python
215,"UO-1, AE-4","ME-T1, AE-4","ME-T1, AE-4",Line Edit,(,python
216,"AE-2, ME-T3","ME-T3, ME-S5",ME-T3,Line Edit,/,python
217,NA-1,NA-1,NA-1,NA,/,python
218,UO-1,UO-1,ME-T1,Line Edit,[,python
219,NA-2,NA-2,NA-2,Partial Line Completion,-,python
220,"ME-T1, AE-1","ME-T1, AE-1","ME-T1, AE-1",Line Completion,,python
221,"AE-2, ME-T1","ME-T1, AE-2","ME-T1, AE-2",Line Completion,.,python
222,"AE-2, ME-T1","AE-2, ME-T3","AE-2, ME-T3",Partial Line Completion,(,python
223,UO-1,UO-1,ME-T1,Line Completion,+,python
224,"ME-S2, ME-T2","ME-S2, ME-T2","ME-S2, ME-T2",Line Completion,.,python
225,AE-3,AE-3,AE-3,NA,=,python
226,NA-2,NA-2,"ME-T2, NA-2",Line Edit,,python
227,UO-1,"ME-S4, ME-T3",UO-1,Line Completion,+,python
228,"ME-T1, ME-T2","ME-T1, ME-T2","ME-T2, ME-S1",Partial Line Completion,.,python
229,"AE-2, NA-2","AE-2, NA-2","AE-2, NA-2",NA,(,python
230,UO-1,UO-2,"ME-S4, ME-T1",Line Completion,while,python
231,"ME-T2, ME-S1",UO-1,"ME-T1, ME-T2",Partial Line Completion,.,python
232,"ME-T2, ME-S7",UO-1,ME-T2,Line Completion,.,python
233,"ME-T1, ME-T3","ME-T1, ME-T3","ME-T2, ME-T3",Partial Line Completion,(,python
234,"ME-T1, ME-T2","ME-T1, ME-T2","ME-T1, ME-T2",Line Completion,if,python
235,"ME-T1, ME-T2","ME-T1, ME-T2","ME-T1, ME-T2",Line Completion,if,python
236,UO-1,UO-1,UO-1,Line Completion,in,python
237,AE-3,AE-3,AE-3,NA,/,python
238,"AE-2, NA-2","AE-2, NA-2","AE-2, NA-2",Line Completion,,python
239,"ME-T3, NA-2","ME-T3, NA-2","ME-T3, NA-2",Line Completion,if,python
240,ME-T3,ME-T3,ME-T3,Line Completion,>=,python
241,UO-1,"ME-T1, ME-T3","ME-T3, ME-S5",Line Completion,=,python
242,"AE-2, ME-T3",ME-T1,ME-T1,Line Completion,/,python
243,"ME-T2, AE-1","ME-T2, AE-1","ME-T2, AE-1",Line Completion,,python
244,"ME-S3, ME-T2","ME-S3, ME-T2","ME-S3, ME-T2",Line Completion,=,python
245,"ME-T1, NA-2",NA-2,NA-2,Line Completion,in,python
246,"ME-T1, ME-T3",ME-T1,ME-T3,Partial Line Completion,=,python
247,ME-T3,ME-T3,"ME-S2, ME-T2",Line Completion,if,python
248,"ME-S3, ME-T3","ME-S3, ME-T3","ME-S3, ME-T3",Partial Line Completion,==,python
249,NA-2,"ME-T3, NA-2","ME-T3, NA-2",NA,/,python
250,"NA-1, AE-1","NA-1, AE-1","NA-1, AE-1",NA,,python
251,NA-1,NA-1,"ME-S5, NA-1",NA,[,python
252,ME-T3,"ME-T3, ME-S7",ME-T3,Line Completion,==,python
253,ME-T3,ME-T3,ME-T3,Line Completion,,python
254,"ME-T1, ME-T2",ME-T1,ME-T1,Partial Line Completion,[,python
255,ME-T1,UO-1,ME-T1,Partial Line Completion,not,python
256,"ME-T1, ME-T3","ME-T1, ME-T3","ME-T3, ME-S1",Partial Line Completion,,python
257,"ME-T1, AE-1","ME-T1, AE-1","ME-T1, AE-1",Partial Line Completion,,python
258,"ME-T1, ME-S1",UO-1,ME-T1,Line Edit,",",python
259,ME-T3,"ME-S3, ME-T3","ME-S3, ME-T3",Partial Line Completion,is,python
260,"ME-T1, ME-T2","ME-T1, ME-T2","ME-T1, ME-T2",Partial Line Completion,and,python
261,"ME-T1, ME-T3","ME-S2, ME-T3","ME-T3, ME-T2",Partial Line Completion,/,python
262,NA-1,NA-1,NA-1,NA,.,python
263,UO-1,UO-1,UO-1,Line Completion,=,python
264,"AE-2, ME-T1","ME-T1, AE-2","AE-2, ME-S5",Partial Line Completion,",",python
265,"ME-S2, ME-T2","ME-T3, ME-S7","ME-S2, ME-T1",Line Completion,=,python
266,ME-T2,"ME-S4, ME-T2","ME-S3, ME-T2",Line Completion,is,python
267,"UO-1, NA-2",NA-2,NA-2,Partial Line Completion,",",python
268,"ME-T1, ME-T2",UO-1,"ME-T1, ME-T2",Line Edit,.,python
269,"ME-T2, ME-T3",UO-1,UO-1,Line Completion,>,python
270,"ME-T1, ME-T2","ME-T1, ME-T2","ME-T1, ME-T2",Partial Line Completion,",",python
271,"ME-T3, ME-S1","ME-T1, ME-S1",UO-2,Line Edit,-,python
272,"ME-T1, AE-1","ME-T1, AE-1","ME-T2, AE-1",Partial Line Completion,,python
273,"AE-2, ME-T3",UO-2,ME-T3,NA,.,python
274,"ME-S7, ME-S1",UO-1,"ME-T1, ME-T3",Line Completion,=,python
275,"NA-2, ME-S1","NA-2, ME-S1","NA-2, ME-S1",Partial Line Completion,",",python
276,"ME-T2, ME-S1","ME-T1, ME-T3","ME-S3, ME-T1",Partial Line Completion,.,python
277,"ME-T2, ME-S1","ME-T2, AE-1","ME-T2, AE-1",Line Completion,,python
278,"NA-1, AE-1","NA-1, AE-1","NA-1, AE-1",NA,,python
279,ME-T2,"ME-T2, ME-T4","ME-T2, ME-T4",Line Completion,=,python
280,"ME-S5, NA-1",NA-1,NA-1,NA,,python
281,"ME-T1, ME-T2",ME-T1,ME-T2,Line Edit,,python
282,"ME-T1, AE-1","ME-T1, AE-1","ME-T1, AE-1",Partial Line Completion,,python
283,"ME-T2, AE-1","ME-T2, AE-1","ME-T2, AE-1",Line Completion,,python
284,ME-T3,ME-T3,ME-T3,Line Completion,=,python
285,"ME-T3, NA-2","ME-T3, NA-2","ME-T3, NA-2",Partial Line Completion,.,python
286,"ME-T3, ME-S7","ME-S7, AE-1","ME-S7, AE-1",Line Completion,=,python
287,"ME-T3, ME-T4","ME-T3, ME-T4","ME-T3, ME-T4",Partial Line Completion,==,python
288,"ME-T3, ME-S1","ME-T1, AE-2","ME-S4, AE-2",Partial Line Completion,",",python
289,"ME-T1, ME-T3","ME-T1, ME-T3","ME-T1, ME-T3",Partial Line Completion,(,python
290,"ME-T1, ME-T3","ME-T1, ME-T3","ME-T1, ME-T3",Line Edit,",",python
291,"ME-T1, NA-2","ME-T1, NA-2","ME-T1, NA-2",Line Edit,[,python
292,"ME-T1, ME-T2","ME-T1, ME-T2","ME-T1, ME-T2",Partial Line Completion,[,python
293,UO-1,"ME-T2, AE-1","ME-T2, AE-1",Line Completion,,python
295,"ME-S3, ME-T1","ME-T1, ME-T2","ME-T1, ME-T2",Line Edit,(,python
296,"ME-S7, AE-1","ME-T3, AE-1","ME-T2, AE-1",Line Completion,,python
297,"ME-T1, AE-1","ME-T1, AE-1","ME-T1, AE-1",Line Completion,,python
299,"ME-S2, ME-S1","ME-S2, UO-2","ME-S2, UO-2",Partial Line Completion,",",python
301,"ME-T1, ME-S5","ME-S3, ME-S7","ME-S4, ME-S5",Partial Line Completion,|,python
302,"ME-S2, AE-1","ME-T2, AE-1","ME-S2, AE-1",Line Completion,,python
303,UO-1,"ME-T1, ME-T3",ME-T3,Line Completion,=,python
304,"ME-T2, ME-S1",ME-S4,"ME-T1, ME-T2",Line Completion,if,python
305,"ME-T3, ME-S1","ME-T3, ME-S1","ME-T1, ME-T2",Partial Line Completion,else,python
306,"ME-T1, ME-T2","ME-T2, ME-S1","ME-T1, ME-T2",Partial Line Completion,",",python
307,"AE-2, ME-S5","ME-T4, UO-2","ME-T1, ME-T3",Partial Line Completion,",",python
308,"AE-4, AE-1","ME-S1, AE-4","AE-4, AE-1",Partial Line Completion,^,python
309,NA-2,NA-2,NA-2,NA,.,python
310,"ME-T1, AE-1","ME-T1, AE-1","ME-T1, AE-1",Line Edit,,python
311,"ME-T1, ME-T2","ME-T3, ME-T2","ME-T3, ME-T2",Line Edit,(,python
312,"ME-S2, AE-1","ME-T2, AE-1","ME-T2, AE-1",Line Completion,,python
313,"ME-T2, NA-2",NA-2,"ME-T2, NA-2",Line Completion,.,python
314,NA-1,NA-1,NA-1,NA,[,python
315,NA-2,NA-2,NA-2,NA,(,python
316,ME-T1,ME-T1,ME-T1,Partial Line Completion,(,python
317,NA-1,"AE-2, NA-1","AE-2, NA-1",NA,,python
318,"AE-2, ME-T3","AE-2, ME-T3","AE-2, ME-T3",Partial Line Completion,+,python
319,"ME-T1, AE-1","ME-T1, AE-1","ME-T1, AE-1",Line Edit,,python
320,ME-T2,UO-1,UO-1,Line Edit,+=,python
321,"ME-S7, AE-1","ME-S7, AE-1","ME-T1, ME-T2",Line Completion,=,python
322,"AE-2, ME-T3","ME-T4, UO-2",UO-1,Partial Line Completion,==,python
323,AE-3,AE-3,AE-3,NA,+,python
324,"ME-T2, ME-S1",ME-T3,"ME-T2, ME-S1",Line Completion,.,python
325,"NA-1, AE-4","AE-4, NA-1","NA-1, AE-4",NA,,python
326,UO-1,UO-1,UO-1,Partial Line Completion,[,python
327,NA-1,NA-1,NA-1,NA,,python
328,ME-T1,UO-1,"ME-T1, ME-T2",Partial Line Completion,.,python
329,"ME-T1, AE-1","ME-T1, AE-1","ME-T1, AE-1",Partial Line Completion,,python
330,"NA-2, ME-S1","ME-T2, NA-2","ME-T2, NA-2",Line Completion,.,python
331,"ME-S6, ME-S1","ME-T1, ME-S1",ME-T1,Line Edit,[,python
332,"NA-1, AE-4","AE-4, NA-1","AE-4, NA-1",NA,,python
333,"ME-T1, ME-T3","ME-T2, ME-T3","ME-T2, ME-T3",Partial Line Completion,if,python
334,NA-1,"AE-2, NA-1","AE-2, NA-1",NA,,python
335,"ME-S7, AE-1","UO-1, AE-1","ME-S2, AE-1",Line Completion,=,python
336,"ME-S3, ME-T1","ME-T1, ME-T3","ME-S3, ME-T3",Partial Line Completion,.,python
337,"ME-T2, ME-S1","ME-T2, ME-S1","ME-T2, ME-S1",Partial Line Completion,(,python
338,"ME-S3, ME-T2","ME-S3, ME-T3","ME-S3, ME-T3",Line Edit,(,python
340,"ME-S1, AE-1","ME-S1, AE-1","ME-S3, AE-1",Line Completion,,python
341,"ME-T2, AE-1","ME-T2, AE-1","ME-T2, AE-1",Partial Line Completion,,python
342,"ME-T1, AE-1","ME-S7, AE-1","ME-S7, AE-1",Line Edit,,python
343,"ME-T1, ME-T2",UO-1,"ME-T1, ME-T2",Line Completion,if,python
344,"ME-T1, ME-T2","ME-T1, ME-T2","ME-T1, ME-T3",Line Completion,if,python
345,"ME-S5, AE-1","ME-S5, AE-1","ME-S5, AE-1",Line Completion,,python
346,"ME-S1, NA-2","ME-S1, NA-2","ME-S1, NA-2",Line Edit,(,python
347,ME-T3,ME-T3,ME-T3,Line Edit,-,python
348,NA-1,NA-1,NA-1,NA,{,python
349,ME-T3,ME-T3,ME-T3,Partial Line Completion,in,python
350,AE-3,AE-3,AE-3,NA,(,python
351,"ME-S3, ME-T1","ME-S3, ME-T1","ME-S3, ME-T3",Partial Line Completion,==,python
352,"ME-T2, ME-S1","ME-T2, ME-S1","ME-T2, ME-S6",Line Completion,.,python
353,UO-1,"ME-T3, ME-S7",UO-1,Line Completion,==,python
354,NA-1,"NA-1, AE-1",NA-1,NA,,python
355,AE-3,AE-3,AE-3,NA,=,python
356,"AE-4, AE-1","AE-4, AE-1","AE-4, AE-1",Line Edit,,python
357,"ME-T1, NA-2","ME-T1, NA-2","ME-T1, NA-2",NA,.,python
358,ME-T3,ME-T3,ME-T3,Line Edit,*,python
359,UO-1,UO-1,ME-T1,Line Edit,(,python
360,"NA-2, AE-4","NA-2, AE-4","NA-2, AE-4",Line Completion,,python
361,"ME-T1, ME-T3","ME-S7, UO-2","ME-T3, ME-T2",Partial Line Completion,+,python
362,ME-T1,ME-T1,ME-T1,Line Edit,(,python
363,"ME-T1, AE-4","AE-4, AE-1","AE-4, AE-1",Line Completion,,python
364,"ME-S2, ME-T1","ME-S2, ME-T2","ME-T1, ME-T3",Line Completion,=,python
365,"ME-S3, ME-T2","ME-S3, ME-T2","ME-S3, ME-T2",Line Completion,=,python
366,NA-1,NA-1,NA-1,NA,,python
367,"ME-T2, AE-1","ME-T2, AE-1","ME-T2, AE-1",Line Completion,,python
368,NA-1,NA-1,NA-1,NA,=,python
369,UO-1,UO-1,"ME-S4, ME-T3",Partial Line Completion,-,python
370,"ME-S3, AE-1","ME-T1, AE-1","ME-S5, AE-1",Partial Line Completion,,python
371,"ME-T1, ME-S1","ME-T1, ME-S1","ME-T1, ME-S1",Line Edit,(,python
372,"AE-2, AE-1","AE-2, AE-1","AE-2, AE-1",Line Completion,,python
373,"ME-T3, AE-1","ME-T3, AE-1","ME-T3, AE-1",Partial Line Completion,,python
374,"ME-T1, ME-T2","ME-T1, ME-T2","ME-T1, ME-T2",Line Completion,assert,python
375,NA-1,NA-1,NA-1,NA,",",python
376,"AE-2, NA-1","AE-2, NA-1","AE-2, NA-1",NA,,python
377,"ME-T3, ME-S1","ME-T3, ME-S1","ME-S5, AE-1",Line Edit,+,python
378,"NA-2, ME-S1","NA-2, ME-S1",NA-2,Line Edit,,python
379,UO-1,UO-1,UO-1,Line Edit,.,python
380,AE-3,AE-3,AE-3,NA,,python
381,NA-1,NA-1,NA-1,NA,[,python
382,UO-1,"ME-S2, ME-T2","ME-S2, ME-T2",Line Completion,=,python
383,"ME-T3, ME-S1","ME-T3, ME-S7","ME-T3, ME-T2",Line Edit,,python
384,UO-1,UO-1,UO-1,Partial Line Completion,{,python
385,"ME-T2, ME-S1","ME-S2, ME-T3","ME-T1, ME-T2",Line Completion,=,python
386,"ME-T3, ME-S1","ME-T1, ME-T3","ME-T1, ME-T3",Line Edit,.,python
387,"ME-T1, ME-T2","ME-T1, ME-T2",ME-T1,Line Edit,==,python
388,UO-1,"ME-T1, ME-T3","ME-T1, ME-T2",Partial Line Completion,-,python
389,"ME-T1, ME-T2","ME-T1, AE-1","ME-T1, AE-1",Line Completion,,python
390,"ME-S5, AE-1","ME-T2, AE-1","ME-T2, AE-1",Partial Line Completion,,python
391,"ME-S4, ME-T1","ME-T1, ME-T2","ME-S2, ME-T2",Line Edit,*,python
392,"ME-T1, ME-T2",ME-T1,UO-1,Partial Line Completion,.,python
393,"ME-T2, ME-S1","ME-T1, ME-S2","ME-T1, ME-T2",Line Completion,,python
394,"ME-S4, ME-S7","ME-T1, ME-S1","ME-T1, ME-S1",NA,=,python
395,UO-1,UO-1,UO-1,Line Completion,=,python
396,"NA-1, AE-1","NA-1, AE-1","NA-1, AE-1",NA,,python
397,"ME-S3, ME-T2","ME-T1, ME-T2","ME-T2, ME-S1",NA,.,python
398,"ME-T3, ME-S6","AE-2, ME-T3","AE-2, ME-T3",Line Completion,,python
399,"ME-T3, UO-3","ME-T3, UO-3",UO-1,Line Completion,in,python
400,ME-S2,"ME-T1, ME-T2","AE-2, ME-S2",Line Edit,.,python
401,"ME-T1, ME-T2","ME-S3, AE-1","ME-T1, ME-S2",Line Completion,+,python
402,"ME-T1, AE-1","ME-T1, AE-1","ME-T1, AE-1",Line Completion,,python
403,ME-T1,UO-1,UO-1,Partial Line Completion,",",python
404,ME-S5,UO-1,"ME-T1, ME-T3",Line Edit,{,python
405,"ME-T1, ME-T3","ME-T1, ME-T3","ME-T1, ME-T3",Partial Line Completion,,python
406,"ME-S4, ME-T1","UO-1, ME-T3","ME-S4, ME-T3",Partial Line Completion,+,python
407,"ME-T3, ME-S1",ME-T3,"ME-T3, ME-S5",Line Completion,=,python
408,ME-S5,"ME-T2, ME-T3","ME-T1, ME-T3",Line Edit,(,python
409,"ME-T1, ME-T3","ME-T2, ME-S1",UO-1,Line Completion,=,python
410,NA-1,NA-1,NA-1,NA,,python
411,"ME-T1, ME-S2","ME-T1, ME-T3","ME-S2, ME-S5",Line Completion,=,python
412,"ME-T1, AE-1","ME-T1, AE-1","ME-T1, AE-1",Line Completion,,python
413,"ME-T2, ME-S1","ME-T1, ME-T2","ME-T1, ME-T2",Line Completion,for,python
414,"NA-1, AE-1","NA-1, AE-1","NA-1, AE-1",NA,,python
415,"ME-T2, ME-S1",ME-T1,"ME-T1, ME-T2",Line Completion,=,python
417,"ME-T2, ME-T3","ME-T1, ME-T2","ME-T3, ME-S1",Line Completion,=,python
418,"ME-T2, AE-4","ME-T1, AE-4","ME-T1, AE-4",Line Edit,,python
419,"ME-T1, AE-1","ME-T1, AE-1","ME-T1, AE-1",Line Completion,,python
420,NA-2,NA-2,NA-2,NA,=,python
421,"ME-T3, ME-S5","ME-T3, ME-S1","ME-T3, ME-S1",Line Edit,",",python
422,"AE-2, ME-T3","AE-2, ME-T3","AE-2, ME-T3",Line Completion,=,python
423,UO-1,"ME-T1, ME-S1",UO-1,Line Completion,.,python
424,NA-1,NA-1,NA-1,NA,.,python
